id, 2dx, 2dy, label, color, size
0, 0.049496155232191086, 0.014321526512503624, accountant, 9.26, 20
1, 0.1150256022810936, -0.06110323220491409, administrator, 10.9, 20
2, 0.10904526710510254, -0.007399806287139654, advisor, 13.37, 20
3, -0.15689055621623993, -0.019789734855294228, appraiser, 20.33, 20
4, 0.0014360012719407678, 0.13016250729560852, architect, 2.83, 20
5, 0.07894602417945862, 0.14283576607704163, auditor, 28.04, 20
6, 0.03699405863881111, -0.13388986885547638, baker, 8.93, 20
7, -0.009793474338948727, -0.24579353630542755, bartender, 20.42, 20
8, 0.16846348345279694, 0.026291396468877792, broker, 13.62, 20
9, 0.06652303040027618, -0.022415533661842346, carpenter, 11.99, 20
10, -0.18072769045829773, -0.05435614287853241, cashier, 67.46, 20
11, 0.1661408543586731, -0.09533453732728958, chef, 6.66, 20
12, 0.06981630623340607, 0.15232621133327484, chemist, 10.13, 20
13, 0.06844770163297653, 0.24424488842487335, clerk, 56.0, 20
14, 0.13597173988819122, -0.20098882913589478, counselor, 46.45, 20
15, -0.17570580542087555, 0.019588874652981758, dietitian, 86.49, 20
16, -0.16514474153518677, -0.11717183142900467, dispatcher, 68.57, 20
17, 0.11204700917005539, -0.19527195394039154, doctor, 9.2, 20
18, -0.0804225280880928, 0.14356133341789246, educator, 42.32, 20
19, -0.17451176047325134, 0.12709911167621613, electrician, 0.8, 20
20, -0.05818559601902962, 0.19881771504878998, engineer, 1.99, 20
21, 0.18115080893039703, 0.11834059655666351, examiner, 6.9, 20
22, -0.10685985535383224, -0.09926703572273254, firefighter, 3.09, 20
23, -0.2180553674697876, -0.036092355847358704, hairdresser, 80.11, 20
24, -0.19988702237606049, -0.03423057869076729, hygienist, 25.0, 20
25, 0.13435618579387665, 0.10170585662126541, inspector, 2.35, 20
26, 0.13011792302131653, -0.12931223213672638, instructor, 16.07, 20
27, 0.16140727698802948, 0.1540256291627884, investigator, 5.29, 20
28, -0.12797880172729492, -0.16743525862693787, janitor, 4.2, 20
29, -0.04220152273774147, 0.04423869773745537, lawyer, 7.35, 20
30, -0.06888534128665924, -0.03363584727048874, librarian, 85.58, 20
31, -0.22776512801647186, 0.018973683938384056, machinist, 6.11, 20
32, -0.01751471497118473, -0.029276233166456223, manager, 5.18, 20
33, 0.09635073691606522, -0.1156645342707634, mechanic, 0.89, 20
34, 0.08893110603094101, -0.24390487372875214, nurse, 88.31, 20
35, -0.22698433697223663, -0.051639556884765625, nutritionist, 27.27, 20
36, 0.0698678269982338, -0.11186718940734863, officer, 7.29, 20
37, -0.017789511010050774, -0.061298564076423645, painter, 11.65, 20
38, -0.1163441389799118, 0.26103371381759644, paralegal, 86.32, 20
39, -0.20619654655456543, 0.06611976027488708, paramedic, 7.52, 20
40, -0.08561751246452332, 0.06756239384412766, pathologist, 11.48, 20
41, -0.22770021855831146, 0.025310561060905457, pharmacist, 11.53, 20
42, 0.0797770768404007, 0.06542954593896866, physician, 8.41, 20
43, 0.11307244002819061, -0.37442338466644287, planner, 20.96, 20
44, -0.12308144569396973, 0.06346382945775986, plumber, 3.34, 20
45, 0.22520579397678375, 0.2502930164337158, practitioner, 34.19, 20
46, 0.11022493988275528, 0.07345765829086304, programmer, 4.04, 20
47, -0.020382877439260483, 0.18750378489494324, psychologist, 33.15, 20
48, -0.012284653261303902, -0.08899908512830734, receptionist, 67.22, 20
49, -0.15885871648788452, -0.04921098053455353, salesperson, 35.79, 20
50, 0.11064112186431885, 0.07115788012742996, scientist, 3.29, 20
51, 0.08081261068582535, 0.15053272247314453, secretary, 10.43, 20
52, 0.14100325107574463, -0.0008503173012286425, specialist, 20.22, 20
53, 0.08373315632343292, 0.09563547372817993, supervisor, 36.02, 20
54, 0.09682508558034897, 0.09396279603242874, surgeon, 4.34, 20
55, 0.0017286823131144047, -0.10601188987493515, teacher, 54.35, 20
56, 0.0959627628326416, -0.01815194822847843, technician, 9.42, 20
57, 0.1484115570783615, -0.07749924063682556, therapist, 61.86, 20
58, -0.19199544191360474, -0.026136603206396103, veterinarian, 35.55, 20
59, 0.06983178108930588, -0.09957397729158401, worker, 13.43, 20
