id, 2dx, 2dy, label, color, size
0, 0.05379072576761246, 0.054509490728378296, accountant, -0.9996680663821935, 20
1, 0.08287481218576431, -0.08802719414234161, administrator, 0.18727050966322867, 20
2, 0.1010381430387497, -0.050810471177101135, advisor, -0.663972205184456, 20
3, -0.1795443445444107, -0.0008680261671543121, appraiser, -0.6662175907363793, 20
4, 0.035831719636917114, 0.2394385039806366, architect, -0.9805876894232087, 20
5, 0.07671473920345306, 0.0980546846985817, auditor, -0.8617637383999166, 20
6, 0.030965059995651245, 0.17416702210903168, baker, -0.7096892956778248, 20
7, 0.017155135050415993, -0.032404575496912, bartender, -0.5364348097775287, 20
8, 0.15569809079170227, -0.08842377364635468, broker, -0.7289038864736394, 20
9, 0.0868523046374321, 0.0453169122338295, carpenter, -0.8945185067654866, 20
10, -0.17908179759979248, -0.12115093320608139, cashier, 1.219178622057067, 20
11, 0.1587872952222824, -0.11128615587949753, chef, -1.1849672391740238, 20
12, 0.08479656279087067, 0.055227361619472504, chemist, -1.4403486267132428, 20
13, 0.08514128625392914, 0.10088490694761276, clerk, -0.22318754166661392, 20
14, 0.1164710521697998, -0.0880446583032608, counselor, 0.18597885873441328, 20
15, -0.17576690018177032, -0.033563561737537384, dietitian, -0.8655529260793496, 20
16, -0.1697622686624527, 0.008555053733289242, dispatcher, 0.2664731307180315, 20
17, 0.10410984605550766, -0.09209579229354858, doctor, -0.198968463247521, 20
18, -0.05709611624479294, 0.3537505865097046, educator, -0.7174666238344448, 20
19, -0.18197745084762573, 0.1615568846464157, electrician, -1.2814725773458178, 20
20, -0.027950726449489594, 0.2073705643415451, engineer, -1.3087539956532905, 20
21, 0.1390482485294342, -0.137532576918602, examiner, -0.5642418112798417, 20
22, -0.14109116792678833, -0.11349606513977051, firefighter, 0.1606981846492816, 20
23, -0.19275683164596558, -0.10356850177049637, hairdresser, 0.7002855579222022, 20
24, -0.19003926217556, -0.18217261135578156, hygienist, -0.7137524982284701, 20
25, 0.1248883381485939, -0.08965037018060684, inspector, -0.5401415178234933, 20
26, 0.1282515823841095, -0.08480609208345413, instructor, -0.28835373410444337, 20
27, 0.154251366853714, -0.07983731478452682, investigator, -0.566937808896982, 20
28, -0.11976248025894165, 0.024191558361053467, janitor, -0.3836790501244837, 20
29, -0.008974647149443626, 0.2841174602508545, lawyer, -0.9781101857673397, 20
30, -0.04892714321613312, 0.3806687593460083, librarian, 0.059463529802048234, 20
31, -0.23256325721740723, 0.016060765832662582, machinist, -0.3967940539444088, 20
32, -0.006807331927120686, 0.09060298651456833, manager, -1.3322784734990365, 20
33, 0.10312087833881378, -0.02835673838853836, mechanic, -0.673559129734666, 20
34, 0.07961111515760422, -0.10227856785058975, nurse, 1.4532818790974786, 20
35, -0.24286985397338867, -0.09077811986207962, nutritionist, 0.08821013788022451, 20
36, 0.07217520475387573, -0.10152821987867355, officer, -0.10724160612194013, 20
37, 0.017305590212345123, 0.19266390800476074, painter, -1.2439278399959088, 20
38, -0.14496739208698273, 0.034242819994688034, paralegal, -0.7042805054356741, 20
39, -0.23271699249744415, -0.10841233283281326, paramedic, 0.18698268845833543, 20
40, -0.09600406885147095, -0.15715020895004272, pathologist, -0.9507762700502768, 20
41, -0.24376213550567627, -0.11853478848934174, pharmacist, -0.20820374990459856, 20
42, 0.0827164500951767, 0.0015811892226338387, physician, -0.9389637392431073, 20
43, 0.11347037553787231, -0.08158592134714127, planner, -0.3908792339289873, 20
44, -0.10906686633825302, 0.15812356770038605, plumber, -0.781313532489896, 20
45, 0.18386557698249817, -0.13991019129753113, practitioner, -0.34566422546658465, 20
46, 0.11612561345100403, -0.07131358236074448, programmer, -0.8298505908525001, 20
47, -0.0007838858291506767, 0.16297751665115356, psychologist, -0.41866463168278156, 20
48, 0.0014724533539265394, 0.032962627708911896, receptionist, 1.5884137604308344, 20
49, -0.15081284940242767, -0.1484196037054062, salesperson, -0.05932068890851877, 20
50, 0.11747711896896362, -0.05597571283578873, scientist, -1.0035686211577712, 20
51, 0.056587837636470795, 0.10628290474414825, secretary, 0.03871309882246683, 20
52, 0.13393434882164001, -0.10754434764385223, specialist, -0.5558870395198686, 20
53, 0.1071588546037674, 0.043549902737140656, supervisor, -0.7070837984835764, 20
54, 0.10827816277742386, 0.01193750835955143, surgeon, -1.1528903316661765, 20
55, 0.0034180867951363325, 0.013400420546531677, teacher, 0.1948557901925866, 20
56, 0.10556875914335251, 0.0051548364572227, technician, -0.6995348838228597, 20
57, 0.13823451101779938, -0.05152588710188866, therapist, 0.2715193938276971, 20
58, -0.22947272658348083, -0.19756430387496948, veterinarian, -0.07949352636488104, 20
59, 0.08537117391824722, 0.0012663505040109158, worker, -0.312910823422474, 20
