word, gender_class_00, gender_spectrum_00, gender_relevance_00
technician, 1, -0.41459228450735464, 11.390413647121537
accountant, 1, -0.18301140509646538, 11.517241987432575
supervisor, 1, -0.3111599668389531, 12.480224872780063
engineer, 1, -0.1757644297876836, 14.212634723835409
worker, 1, -0.1846571841179829, 12.95541617580259
educator, 1, -0.1283189209780182, 10.749469902188217
clerk, 2, 0.256918336412332, 11.86586382076895
counselor, 1, -0.02752622230563853, 12.966754114766452
inspector, 1, -0.4066605905522714, 12.145510051540597
mechanic, 1, -0.6566410792431503, 11.706860710930052
manager, 2, 0.1909669375784849, 13.210156919202388
therapist, 1, -0.3142727806884624, 12.84191768013397
administrator, 2, 0.4265511358361611, 11.559034958366531
salesperson, 2, 0.3351374928491203, 9.755299579930144
receptionist, 2, 0.7378785857523075, 11.386806786304174
librarian, 1, -0.34496772294134764, 12.093244069799358
advisor, 2, 0.27424056668287167, 11.69795792282005
pharmacist, 2, 0.4510324124902917, 11.65151579027054
janitor, 1, -0.30463368323668066, 10.186858115503876
psychologist, 1, -0.034434640623743434, 11.991054158883511
physician, 1, -0.39161909741726547, 11.954568337033722
carpenter, 1, -0.5114314799415063, 11.649295857711808
nurse, 2, 0.6342400720545517, 12.632958243534173
investigator, 1, -0.10420698418199306, 12.865802659497069
bartender, 1, -0.032847852578648445, 11.175162894328995
specialist, 1, -0.31631200147209737, 12.12625577735222
electrician, 1, -0.31125527605002573, 11.077406923755131
officer, 1, -0.12806372459480833, 12.00442721717335
pathologist, 1, -0.443063505862061, 10.922260832265366
teacher, 1, -0.12020660298584288, 12.053532729846408
lawyer, 2, 0.03968038788994835, 11.72781785735294
planner, 2, 0.5139970488431442, 12.269848223256922
practitioner, 1, -0.3500161487644894, 13.288510209741233
plumber, 2, 0.5880707135531895, 12.6059063900423
instructor, 1, -0.34844000123390356, 12.66595999278493
surgeon, 1, -0.7214674748832247, 12.338655905168673
veterinarian, 2, 0.5076667882451674, 11.52029642601822
paramedic, 2, 1.179914445421686, 12.73908804095948
examiner, 2, 0.19552492132365681, 12.256374250119325
chemist, 1, -0.9403519012985151, 12.60181278400675
machinist, 2, 0.4639295894308259, 12.524611171685802
appraiser, 2, 0.37259181887249815, 10.564079662472611
nutritionist, 2, 0.45625076467846465, 11.562610854694707
architect, 1, -0.38006212586462634, 12.469136330358948
hairdresser, 2, 0.9048840275074976, 10.979311611116984
baker, 1, -0.8839794010599541, 12.037219926415634
programmer, 1, -0.28193710530367677, 13.604252636985077
paralegal, 1, -0.41978124414348633, 11.427753199016328
hygienist, 1, -0.3747631076236504, 10.838988813081292
scientist, 1, -1.055987812740423, 12.636487398321318
dispatcher, 2, 0.4336414526606266, 10.46835499826312
cashier, 2, 2.126409673344999, 11.92885322028591
auditor, 1, -0.404714947100703, 11.972379160226652
dietitian, 1, -0.12184365214259388, 9.845416480634263
painter, 1, -1.0239585275147334, 11.587898406456336
broker, 1, -0.020217907146667075, 12.50047809522298
chef, 1, -0.7284377705267541, 12.582479492900777
doctor, 1, -0.312640015962501, 12.76620717208496
firefighter, 2, 0.6406229459766254, 11.552789211545267
secretary, 1, -0.06276829767806366, 13.097914571583031
