word, gender_class_00, gender_spectrum_00, gender_relevance_00
technician, 1, -0.07545885249930123, 21.749134435231955
accountant, 1, -0.21485199041688596, 21.15758111883789
supervisor, 1, -0.43508863036161527, 21.052921784479704
engineer, 1, -0.3635343774763705, 21.490106764955904
worker, 2, 0.009560863528801922, 22.046822031935125
educator, 1, -0.5229755022196404, 20.439235043605223
clerk, 2, 0.04729131199153913, 21.193898807720956
counselor, 2, 0.12492037486481422, 22.243392045274025
inspector, 1, -0.04806253725533671, 21.97033116431951
mechanic, 1, -0.3344437696728826, 21.224053604446002
manager, 1, -0.28854961961188097, 22.054396407856714
therapist, 1, -0.26544199091597165, 21.76926178811567
administrator, 2, 0.5207413305765438, 21.977985474193613
salesperson, 2, 0.8240715862119188, 17.8707917056741
receptionist, 2, 0.3889610889099472, 20.52822768055809
librarian, 2, 0.22215986123790055, 21.985642639013506
advisor, 2, 0.661015294896717, 22.136192154269324
pharmacist, 2, 2.276618645535701, 19.952061683961407
janitor, 2, 0.859592222007633, 19.397615954881996
psychologist, 2, 0.06517028891545773, 21.599952746622087
physician, 2, 0.1869129009350915, 21.355074326062297
carpenter, 1, -0.4843872101367185, 20.895866467461207
nurse, 2, 0.5922699531372261, 22.481907315671084
investigator, 2, 0.33239884767635774, 22.292751089141408
bartender, 1, -0.37802056731842526, 20.148728603519025
specialist, 1, -0.055412062973678955, 21.92124220239609
electrician, 2, 1.4485530236313422, 19.994956738949956
officer, 1, -0.046632414414344736, 21.770213296923078
pathologist, 2, 0.4940489927459347, 18.181338394509417
teacher, 1, -0.053780466583498776, 21.842246973730887
lawyer, 1, -0.20440419350764483, 20.53841615569827
planner, 2, 0.15482739734848383, 21.319672448885832
practitioner, 2, 0.6730976643490648, 22.289804644079545
plumber, 2, 2.742504470213351, 19.97754725770354
instructor, 2, 0.03683546376866531, 21.937351856149572
surgeon, 1, -0.009508747789453653, 21.170213466155978
veterinarian, 2, 1.5199917006820671, 19.067013947127457
paramedic, 2, 3.3523367928169954, 20.994244125550352
examiner, 2, 0.4390601244827016, 22.015172112407015
chemist, 1, -0.4714220219237989, 21.751768000090433
machinist, 2, 0.5937488125836674, 19.130755032072074
appraiser, 2, 0.684432284097936, 17.167661054908432
nutritionist, 2, 1.3407624622605478, 19.09327224996386
architect, 1, -0.4959073357908117, 21.523644038571454
hairdresser, 2, 2.1995915755127786, 19.357832044382135
baker, 1, -0.3343383629213975, 21.244707128521956
programmer, 2, 0.416475937124937, 21.554666415433434
paralegal, 2, 1.5401668930440122, 17.90979894844059
hygienist, 1, -0.1575067099238206, 17.149729836952556
scientist, 1, -0.26244229918705486, 21.812592719097854
dispatcher, 2, 1.8932883563675915, 18.109699707491004
cashier, 2, 2.355947743113341, 20.95411998820445
auditor, 1, -0.21331162750559962, 21.107418911480796
dietitian, 2, 0.08225869043568523, 16.408143510989277
painter, 1, -1.0571349439905395, 21.655784254692424
broker, 2, 0.4691751687279575, 22.072290338034488
chef, 1, -0.44017459548195204, 21.611800958729976
doctor, 1, -0.18237169491961674, 22.176590209023853
firefighter, 2, 2.9229690367634507, 19.57650017907855
secretary, 1, -0.4453235389841319, 21.869536426746343
