id, 3dx, 3dy, 3dz, label, color, size
0, 0.2704375088214874, -0.1952592134475708, 0.04321398213505745, pathologist, 97.5, 1
1, 0.12328686565160751, 0.06149196997284889, -0.21995671093463898, hygienist, 96.4, 1
2, 0.047109153121709824, 0.02196701243519783, -0.06411737203598022, nutritionist, 94.6, 1
3, 0.14149680733680725, -0.09371539205312729, -0.25969618558883667, dietitian, 94.6, 1
4, -0.2790661156177521, -0.030239498242735863, 0.016263294965028763, secretary, 94.6, 1
5, 0.16112440824508667, 0.3518052101135254, 0.06398466229438782, hairdresser, 94.2, 1
6, -0.13734088838100433, 0.05120043084025383, -0.06667348742485046, receptionist, 90.6, 1
7, -0.07416608184576035, -0.09141918271780014, 0.007289566099643707, nurse, 89.58, 1
8, 0.02358492836356163, 0.17892955243587494, 0.2846297323703766, paralegal, 85.4, 1
9, -0.13651885092258453, 0.053599510341882706, -0.01524437591433525, librarian, 83.0, 1
10, 0.015042798593640327, -0.03892948105931282, 0.2155868262052536, planner, 77.6, 1
11, -0.0971042737364769, -0.15064342319965363, 0.009901018813252449, therapist, 76.7, 1
12, -0.009065242484211922, 0.020030438899993896, 0.24603915214538574, practitioner, 74.79, 1
13, 0.39159059524536133, 0.04533533379435539, -0.2116393744945526, cashier, 72.5, 1
14, -0.013465461321175098, -0.09101220965385437, -0.013443663716316223, teacher, 71.0, 1
15, -0.021600687876343727, 0.04482753947377205, -0.038294341415166855, educator, 70.8, 1
16, -0.03522990643978119, -0.033794064074754715, -0.15464648604393005, psychologist, 70.3, 1
17, -0.12057598680257797, -0.11552149057388306, -0.11068949103355408, clerk, 69.53, 1
18, 0.01723267138004303, -0.04851354658603668, 0.08517521619796753, counselor, 66.48, 1
19, 0.07823850959539413, 0.13867253065109253, 0.15312053263187408, examiner, 62.46, 1
20, 0.12846186757087708, 0.24221862852573395, 0.0959448292851448, instructor, 62.3, 1
21, -0.008247199468314648, -0.20337653160095215, -0.07790327817201614, baker, 60.8, 1
22, 0.0492631271481514, -0.018403412774205208, 0.07254664599895477, veterinarian, 60.5, 1
23, -0.09516888856887817, 0.13528293371200562, -0.013137765228748322, bartender, 59.8, 1
24, -0.09036571532487869, 0.17524762451648712, -0.1910977065563202, accountant, 59.7, 1
25, -0.11889638006687164, -0.06039157137274742, -0.09032977372407913, auditor, 59.7, 1
26, 0.06392313539981842, -0.05302689969539642, -0.038647789508104324, pharmacist, 57.0, 1
27, 0.1396339237689972, -0.1950594186782837, 0.11020950973033905, dispatcher, 56.3, 1
28, -0.15055906772613525, -0.14651590585708618, 0.13004885613918304, broker, 55.5, 1
29, -0.09689794480800629, -0.009721548296511173, 0.19137877225875854, administrator, 54.86, 1
30, 0.08850089460611343, -0.07974081486463547, -0.10127191990613937, appraiser, 52.24, 1
31, 0.021469907835125923, 0.025670962408185005, -0.21890364587306976, salesperson, 48.08, 1
32, -0.20229472219944, 0.08425188064575195, 0.1929570883512497, investigator, 45.15, 1
33, -0.09598736464977264, 0.1564982682466507, -0.04859491437673569, scientist, 41.94, 1
34, 0.17505969107151031, 0.019548553973436356, 0.05818857625126839, specialist, 41.35, 1
35, 0.05533798038959503, 0.07088151574134827, -0.09655573219060898, technician, 40.34, 1
36, -0.0881287083029747, -0.02490292862057686, -0.13647791743278503, supervisor, 38.64, 1
37, -0.11212623119354248, 0.15090744197368622, 0.05699986591935158, manager, 38.51, 1
38, 0.028558019548654556, -0.10424378514289856, -0.07856256514787674, worker, 37.92, 1
39, -0.05629575997591019, -0.00416835630312562, -0.03045382723212242, advisor, 37.9, 1
40, -0.05918583646416664, -0.011913435533642769, -0.054524850100278854, physician, 37.9, 1
41, -0.033638764172792435, 0.18484266102313995, 0.05339445173740387, surgeon, 37.9, 1
42, -0.08642049133777618, -0.0814376249909401, -0.002266608877107501, doctor, 37.9, 1
43, -0.03436918929219246, -0.006192376837134361, -0.07351594418287277, chemist, 36.1, 1
44, -0.16683079302310944, 0.009095050394535065, -0.10445966571569443, lawyer, 34.5, 1
45, 0.03456896170973778, -0.31466734409332275, 0.0056083230301737785, janitor, 34.3, 1
46, 0.21067684888839722, -0.22946082055568695, 0.32209017872810364, paramedic, 32.9, 1
47, 0.0880839079618454, -0.19023165106773376, 0.06724359840154648, officer, 30.42, 1
48, -0.24164849519729614, 0.10989782214164734, -0.10169175267219543, architect, 20.81, 1
49, -0.22081208229064941, -0.07283388823270798, 0.04451265558600426, chef, 19.6, 1
50, 0.02667519450187683, 0.27517861127853394, 0.07689890265464783, programmer, 18.35, 1
51, -0.04413741081953049, 0.001376250060275197, -0.12638504803180695, engineer, 10.72, 1
52, -0.02618284896016121, -0.11338512599468231, 0.1131359115242958, machinist, 6.7, 1
53, -0.02300051599740982, 0.0843721255660057, 0.12989884614944458, inspector, 6.4, 1
54, -0.10620684176683426, -0.15461315214633942, -0.14175023138523102, painter, 5.7, 1
55, 0.056211892515420914, -0.05495442822575569, 0.2091667652130127, firefighter, 3.5, 1
56, 0.2249799370765686, 0.024581601843237877, -0.1502913385629654, electrician, 2.3, 1
57, 0.09584678709506989, 0.12794460356235504, -0.028428541496396065, carpenter, 2.07, 1
58, 0.1855868250131607, 0.15947610139846802, -0.08181216567754745, mechanic, 1.8, 1
59, 0.13955143094062805, 0.013156312517821789, 0.08603730797767639, plumber, 0.7, 1
