id, 2dx, 2dy, label, color
0, -0.09127763658761978, -0.028994491323828697, pathologist, 97.5
1, 0.02402469329535961, -0.09785165637731552, hygienist, 96.4
2, -0.2315133959054947, 0.05944334343075752, nutritionist, 94.6
3, -0.07120724022388458, 0.4179103374481201, dietitian, 94.6
4, 0.18950822949409485, 0.01988447830080986, secretary, 94.6
5, -0.15256665647029877, 0.05966160446405411, hairdresser, 94.2
6, -0.06996209919452667, -0.10177581757307053, receptionist, 90.6
7, 0.2503949701786041, -0.06453917920589447, nurse, 89.58
8, -0.026945192366838455, 0.15599258244037628, paralegal, 85.4
9, -0.31863459944725037, -0.22125443816184998, librarian, 83.0
10, -0.09627794474363327, -0.0449712797999382, planner, 77.6
11, 0.02852279134094715, -0.03643437847495079, therapist, 76.7
12, 0.057623717933893204, 0.09883122891187668, practitioner, 74.79
13, -0.06981285661458969, -0.11770257353782654, cashier, 72.5
14, 0.12243515998125076, -0.05093748867511749, teacher, 71.0
15, -0.052235521376132965, 0.15522071719169617, educator, 70.8
16, -0.12715326249599457, -0.22532014548778534, psychologist, 70.3
17, -0.015409776009619236, 0.0004636651137843728, clerk, 69.53
18, 0.05971391126513481, -0.23740960657596588, counselor, 66.48
19, -0.08795605599880219, 0.06791079044342041, examiner, 62.46
20, 0.05126139149069786, -0.11755926162004471, instructor, 62.3
21, 0.1715998351573944, 0.23757696151733398, baker, 60.8
22, 0.031121838837862015, 0.20179612934589386, veterinarian, 60.5
23, 0.09778424352407455, -0.15635794401168823, bartender, 59.8
24, 0.08497196435928345, -0.048368968069553375, accountant, 59.7
25, -0.013320877216756344, 0.008788766339421272, auditor, 59.7
26, 0.028566934168338776, 0.21568085253238678, pharmacist, 57.0
27, 0.1473049372434616, 0.08852015435695648, dispatcher, 56.3
28, 0.023620976135134697, 0.0725531354546547, broker, 55.5
29, 0.0634368434548378, -0.1924498975276947, administrator, 54.86
30, 0.08188552409410477, 0.12026041001081467, appraiser, 52.24
31, -0.08639203757047653, -0.016880223527550697, salesperson, 48.08
32, -0.10104399919509888, -0.16475695371627808, investigator, 45.15
33, 0.11630944162607193, 0.012505250982940197, scientist, 41.94
34, 0.009359623305499554, -0.08436505496501923, specialist, 41.35
35, 0.0036467048339545727, 0.0017559509724378586, technician, 40.34
36, 0.05492796003818512, 0.004280077759176493, supervisor, 38.64
37, 0.060748275369405746, -0.19073009490966797, manager, 38.51
38, 0.12011393904685974, -0.001060012262314558, worker, 37.92
39, 0.029309706762433052, -0.1814562976360321, advisor, 37.9
40, -0.037160083651542664, 0.05045131593942642, physician, 37.9
41, 0.016553500667214394, -0.008683590218424797, surgeon, 37.9
42, 0.029283730313181877, -0.03671824187040329, doctor, 37.9
43, 0.014674468897283077, -0.06322238594293594, chemist, 36.1
44, 0.14033736288547516, 0.05471421033143997, lawyer, 34.5
45, 0.15120284259319305, 0.08545661717653275, janitor, 34.3
46, 0.06771054118871689, 0.07433158159255981, paramedic, 32.9
47, 0.41534045338630676, -0.017053093761205673, officer, 30.42
48, -0.11725980043411255, 0.022603176534175873, architect, 20.81
49, -0.08352722227573395, -0.0725855603814125, chef, 19.6
50, -0.04360199347138405, -0.1443953514099121, programmer, 18.35
51, -0.2019452005624771, -0.019317906349897385, engineer, 10.72
52, -0.17047284543514252, 0.11174194514751434, machinist, 6.7
53, 0.09029301255941391, -0.21783722937107086, inspector, 6.4
54, 0.05421382561326027, 0.046702977269887924, painter, 5.7
55, -0.333045095205307, 0.14966177940368652, firefighter, 3.5
56, -0.08860249817371368, 0.16827724874019623, electrician, 2.3
57, 0.03661953657865524, 0.19125443696975708, carpenter, 2.07
58, 0.0006632696022279561, 0.022298401221632957, mechanic, 1.8
59, -0.23776207864284515, -0.015541288070380688, plumber, 0.7
