id, 2dx, 2dy, label, color
0, 0.03815913200378418, -0.3147333264350891, pathologist, 97.5
1, -0.3220856487751007, 0.28666597604751587, hygienist, 96.4
2, -0.09577009081840515, -0.0010015182197093964, nutritionist, 94.6
3, 0.020462967455387115, -0.27592355012893677, dietitian, 94.6
4, 0.044059012085199356, 0.008646938018500805, secretary, 94.6
5, -0.20188650488853455, -0.12688621878623962, hairdresser, 94.2
6, -0.027504347264766693, 0.0004891110584139824, receptionist, 90.6
7, -0.08427496999502182, 0.09858771413564682, nurse, 89.58
8, 0.05320116505026817, -0.07023065537214279, paralegal, 85.4
9, -0.14052395522594452, 0.12302444130182266, librarian, 83.0
10, -0.040166378021240234, 0.11736076325178146, planner, 77.6
11, 0.14056795835494995, 0.13754169642925262, therapist, 76.7
12, 0.1588258147239685, 0.025172587484121323, practitioner, 74.79
13, -0.269470751285553, 0.20271427929401398, cashier, 72.5
14, 0.022995831444859505, -0.09353242069482803, teacher, 71.0
15, -0.0033670850098133087, -0.1320188194513321, educator, 70.8
16, -0.010758757591247559, 0.20550201833248138, psychologist, 70.3
17, 0.039255015552043915, -0.1386553943157196, clerk, 69.53
18, 0.11076873540878296, 0.16685956716537476, counselor, 66.48
19, 0.18535169959068298, -0.04523901268839836, examiner, 62.46
20, 0.07833006978034973, 0.03193008527159691, instructor, 62.3
21, 0.16489635407924652, -0.1532530039548874, baker, 60.8
22, -0.09360209852457047, -0.0016972441226243973, veterinarian, 60.5
23, 0.06686493754386902, 0.014960837550461292, bartender, 59.8
24, 0.0476231649518013, 0.16891011595726013, accountant, 59.7
25, 0.041070885956287384, 0.1078040823340416, auditor, 59.7
26, -0.08936488628387451, -0.18081645667552948, pharmacist, 57.0
27, -0.20103853940963745, -0.0063093118369579315, dispatcher, 56.3
28, 0.1114741861820221, 0.12428982555866241, broker, 55.5
29, 0.09566216170787811, 0.05995194613933563, administrator, 54.86
30, 0.035960275679826736, -0.07569924741983414, appraiser, 52.24
31, -0.036047130823135376, -0.0616958886384964, salesperson, 48.08
32, 0.09231287240982056, 0.1799689531326294, investigator, 45.15
33, 0.056876715272665024, 0.08773340284824371, scientist, 41.94
34, 0.010306991636753082, 0.1763395369052887, specialist, 41.35
35, 0.09361444413661957, -0.007581593468785286, technician, 40.34
36, 0.0337228924036026, 0.00413515605032444, supervisor, 38.64
37, 0.01595230959355831, -0.12903082370758057, manager, 38.51
38, 0.2017362415790558, -0.09144531190395355, worker, 37.92
39, 0.07098183780908585, 0.09700432419776917, advisor, 37.9
40, 0.04220597445964813, -0.026434771716594696, physician, 37.9
41, -0.07739849388599396, 0.06812673807144165, surgeon, 37.9
42, 0.11453601717948914, -0.04357042908668518, doctor, 37.9
43, 0.11147268116474152, -0.040249552577733994, chemist, 36.1
44, 0.04382472485303879, 0.08369327336549759, lawyer, 34.5
45, -0.3219820559024811, -0.24434781074523926, janitor, 34.3
46, -0.1283058077096939, -0.200416699051857, paramedic, 32.9
47, 0.07921025156974792, 0.04938355088233948, officer, 30.42
48, -0.0926198810338974, 0.011967405676841736, architect, 20.81
49, 0.08448293060064316, -0.00845971331000328, chef, 19.6
50, 0.19077250361442566, 0.15460151433944702, programmer, 18.35
51, 0.04530896246433258, 0.006520451046526432, engineer, 10.72
52, -0.25899621844291687, -0.1174144521355629, machinist, 6.7
53, 0.016052432358264923, 0.12260705232620239, inspector, 6.4
54, 0.045661669224500656, -0.10196096450090408, painter, 5.7
55, -0.1781405657529831, -0.13899296522140503, firefighter, 3.5
56, -0.04304041340947151, -0.1635362207889557, electrician, 2.3
57, -0.0006164107471704483, -0.059535518288612366, carpenter, 2.07
58, 0.21168726682662964, -0.0653001219034195, mechanic, 1.8
59, -0.29928916692733765, 0.1934758424758911, plumber, 0.7
