id, 2dx, 2dy, label, color
0, -0.10272100567817688, -0.03866057097911835, pathologist, 97.5
1, -0.12816594541072845, 0.05987942963838577, hygienist, 96.4
2, 0.23604093492031097, 0.06816256046295166, nutritionist, 94.6
3, 0.12635980546474457, 0.07495392858982086, dietitian, 94.6
4, -0.0975678563117981, 0.009653246030211449, secretary, 94.6
5, -0.24490493535995483, 0.15537050366401672, hairdresser, 94.2
6, -0.049152832478284836, 0.10870133340358734, receptionist, 90.6
7, -0.012243933975696564, -0.0771941989660263, nurse, 89.58
8, 0.12469594180583954, 0.20479069650173187, paralegal, 85.4
9, -0.26555734872817993, -0.021631771698594093, librarian, 83.0
10, 0.08289249241352081, 0.028826935216784477, planner, 77.6
11, 0.07020887732505798, -0.03589240461587906, therapist, 76.7
12, -0.01885179802775383, -0.24654795229434967, practitioner, 74.79
13, -0.0459308847784996, 0.2106977254152298, cashier, 72.5
14, -0.1465241014957428, 0.1386033147573471, teacher, 71.0
15, -0.04535230994224548, -0.07323425263166428, educator, 70.8
16, 0.1550297886133194, -0.08035080879926682, psychologist, 70.3
17, -0.1180315911769867, -0.22654160857200623, clerk, 69.53
18, 0.040960222482681274, -0.1600191593170166, counselor, 66.48
19, 0.14082199335098267, -0.039972562342882156, examiner, 62.46
20, -0.10476493835449219, -0.20769216120243073, instructor, 62.3
21, 0.16738182306289673, -0.18788667023181915, baker, 60.8
22, -0.08758284896612167, -0.06032159551978111, veterinarian, 60.5
23, -0.0347164049744606, -0.0698217898607254, bartender, 59.8
24, 0.10951735079288483, -0.11065398156642914, accountant, 59.7
25, -0.02537168189883232, -0.13140062987804413, auditor, 59.7
26, -0.1967536360025406, -0.07500169426202774, pharmacist, 57.0
27, -0.04387036710977554, 0.24114450812339783, dispatcher, 56.3
28, 0.10123321413993835, -0.052126236259937286, broker, 55.5
29, 0.04881646856665611, -0.04921755939722061, administrator, 54.86
30, -0.08625764399766922, 0.08576405048370361, appraiser, 52.24
31, -0.2406804859638214, 0.10058728605508804, salesperson, 48.08
32, -0.12335566431283951, -0.1293821930885315, investigator, 45.15
33, 0.036977190524339676, -0.12273851782083511, scientist, 41.94
34, -0.15073519945144653, -0.21764692664146423, specialist, 41.35
35, 0.017407871782779694, -0.030887195840477943, technician, 40.34
36, 0.13764196634292603, -0.048804670572280884, supervisor, 38.64
37, 0.11374332755804062, 0.06548668444156647, manager, 38.51
38, 0.1297609657049179, 0.10991514474153519, worker, 37.92
39, 0.10074018687009811, -0.030016526579856873, advisor, 37.9
40, -0.03448770195245743, -0.06388402730226517, physician, 37.9
41, -0.018128328025341034, -0.16579821705818176, surgeon, 37.9
42, -0.10781532526016235, 0.15630333125591278, doctor, 37.9
43, 0.011814706027507782, -0.07127591222524643, chemist, 36.1
44, -0.029314899817109108, 0.021607600152492523, lawyer, 34.5
45, -0.19493326544761658, 0.08749471604824066, janitor, 34.3
46, 0.1411547064781189, 0.2858528792858124, paramedic, 32.9
47, 0.02202189341187477, -0.004443147219717503, officer, 30.42
48, -0.03506983816623688, 0.03554817661643028, architect, 20.81
49, 0.07292774319648743, -0.12262022495269775, chef, 19.6
50, -0.07075219601392746, 0.10772894322872162, programmer, 18.35
51, 0.17596137523651123, 0.140761137008667, engineer, 10.72
52, 0.2128814160823822, 0.04225831478834152, machinist, 6.7
53, -0.007121240720152855, -0.16206946969032288, inspector, 6.4
54, -0.1337847113609314, 0.03462236002087593, painter, 5.7
55, -0.18705685436725616, 0.2904398739337921, firefighter, 3.5
56, 0.14424604177474976, 0.2612491250038147, electrician, 2.3
57, 0.3507726788520813, -0.015083787962794304, carpenter, 2.07
58, 0.010481062345206738, 0.0037453065160661936, mechanic, 1.8
59, 0.1050657406449318, -0.0013306960463523865, plumber, 0.7
