id, 2dx, 2dy, label, color
0, 0.2702741026878357, -0.04735856130719185, pathologist, 97.5
1, 0.12342508137226105, -0.2675790786743164, hygienist, 96.4
2, 0.04715288430452347, -0.044616807252168655, nutritionist, 94.6
3, 0.1413489282131195, -0.192542165517807, dietitian, 94.6
4, -0.27902647852897644, -0.047596484422683716, secretary, 94.6
5, 0.1615816056728363, 0.055300574749708176, hairdresser, 94.2
6, -0.13727007806301117, -0.06265360862016678, receptionist, 90.6
7, -0.07429482042789459, 0.0024220822378993034, nurse, 89.58
8, 0.02378319762647152, 0.3034477233886719, paralegal, 85.4
9, -0.1364639699459076, -0.009208081290125847, librarian, 83.0
10, 0.014946701936423779, 0.259555846452713, planner, 77.6
11, -0.09731525927782059, 0.018964992836117744, therapist, 76.7
12, -0.009063486941158772, 0.2648807764053345, practitioner, 74.79
13, 0.3915368616580963, -0.09252866357564926, cashier, 72.5
14, -0.013592480681836605, 0.030714580789208412, teacher, 71.0
15, -0.021507153287529945, -0.03463190793991089, educator, 70.8
16, -0.03529239073395729, -0.14903311431407928, psychologist, 70.3
17, -0.12071714550256729, -0.12376058101654053, clerk, 69.53
18, 0.01713479496538639, 0.10884223878383636, counselor, 66.48
19, 0.07844533026218414, 0.15185758471488953, examiner, 62.46
20, 0.12869346141815186, 0.17026816308498383, instructor, 62.3
21, -0.008522533811628819, -0.07205590605735779, baker, 60.8
22, 0.04935121536254883, -0.04402114450931549, veterinarian, 60.5
23, -0.09499911218881607, 0.0022193288896232843, bartender, 59.8
24, -0.0901668444275856, -0.16986732184886932, accountant, 59.7
25, -0.11898185312747955, -0.08609665930271149, auditor, 59.7
26, 0.0638214498758316, -0.04554552212357521, pharmacist, 57.0
27, 0.13937819004058838, 0.10213050246238708, dispatcher, 56.3
28, -0.15075112879276276, 0.1271948367357254, broker, 55.5
29, -0.09689970314502716, 0.18118450045585632, administrator, 54.86
30, 0.08843200653791428, -0.13185779750347137, appraiser, 52.24
31, 0.021501662209630013, -0.19345571100711823, salesperson, 48.08
32, -0.20218783617019653, 0.1992063820362091, investigator, 45.15
33, -0.09580454975366592, -0.016546130180358887, scientist, 41.94
34, 0.17509464919567108, 0.03943362087011337, specialist, 41.35
35, 0.0553845576941967, -0.049832992255687714, technician, 40.34
36, -0.08815096318721771, -0.1486981213092804, supervisor, 38.64
37, -0.11194812506437302, 0.05382774397730827, manager, 38.51
38, 0.028418706730008125, -0.07870857417583466, worker, 37.92
39, -0.056339383125305176, 0.024497563019394875, advisor, 37.9
40, -0.05921861529350281, -0.0331886000931263, physician, 37.9
41, -0.03345560282468796, 0.091987743973732, surgeon, 37.9
42, -0.08659393340349197, 0.058768998831510544, doctor, 37.9
43, -0.03440113738179207, -0.05566384643316269, chemist, 36.1
44, -0.1668044477701187, -0.11327862739562988, lawyer, 34.5
45, 0.034248583018779755, -0.04870124161243439, janitor, 34.3
46, 0.21036727726459503, 0.2851739525794983, paramedic, 32.9
47, 0.08785776793956757, 0.0030416585505008698, officer, 30.42
48, -0.2415134459733963, -0.09036844223737717, architect, 20.81
49, -0.2209203690290451, 0.05011637136340141, chef, 19.6
50, 0.02697874791920185, 0.13816285133361816, programmer, 18.35
51, -0.04417775571346283, -0.1194007471203804, engineer, 10.72
52, -0.026261746883392334, 0.00525833060964942, machinist, 6.7
53, -0.022874414920806885, 0.11011316627264023, inspector, 6.4
54, -0.10632210224866867, -0.19695568084716797, painter, 5.7
55, 0.05616902559995651, 0.16568703949451447, firefighter, 3.5
56, 0.2251242697238922, -0.24796511232852936, electrician, 2.3
57, 0.09602192044258118, -0.008298002183437347, carpenter, 2.07
58, 0.18575648963451385, -0.03200935199856758, mechanic, 1.8
59, 0.1396091729402542, 0.04976578801870346, plumber, 0.7
