id, 2dx, 2dy, label, color
0, -0.008127700537443161, -0.17869964241981506, pathologist, 97.5
1, 0.07622336596250534, -0.07980502396821976, hygienist, 96.4
2, 0.08619365841150284, -0.09622196108102798, nutritionist, 94.6
3, 0.0182808730751276, -0.19777007400989532, dietitian, 94.6
4, 0.0628068819642067, 0.2131226807832718, secretary, 94.6
5, 0.1240636482834816, -0.22225411236286163, hairdresser, 94.2
6, 0.042509134858846664, -0.083130843937397, receptionist, 90.6
7, -0.23381094634532928, 0.06023512780666351, nurse, 89.58
8, 0.14855504035949707, 0.03821602463722229, paralegal, 85.4
9, 0.14404430985450745, 0.17302195727825165, librarian, 83.0
10, 0.10120661556720734, 0.058284081518650055, planner, 77.6
11, -0.0952044203877449, 0.03361135721206665, therapist, 76.7
12, -0.04566158354282379, -0.06927920877933502, practitioner, 74.79
13, 0.0020037409849464893, -0.16527670621871948, cashier, 72.5
14, -0.20875725150108337, 0.2608705461025238, teacher, 71.0
15, 0.019821709021925926, -0.0018582696793600917, educator, 70.8
16, -0.03739612549543381, 0.08630157262086868, psychologist, 70.3
17, -0.09168185293674469, 0.03414580971002579, clerk, 69.53
18, -0.15992797911167145, 0.10678296536207199, counselor, 66.48
19, 0.060700010508298874, 0.1864859014749527, examiner, 62.46
20, -0.10906364768743515, 0.030228950083255768, instructor, 62.3
21, 0.00436756294220686, 0.13904941082000732, baker, 60.8
22, 0.20615287125110626, -0.18923477828502655, veterinarian, 60.5
23, -0.06349760293960571, 0.006857944652438164, bartender, 59.8
24, -0.0032843323424458504, 0.05754033103585243, accountant, 59.7
25, 0.034229740500450134, 0.21251702308654785, auditor, 59.7
26, 0.017704686149954796, -0.048452407121658325, pharmacist, 57.0
27, -0.05883994698524475, -0.33558836579322815, dispatcher, 56.3
28, 0.1835639476776123, 0.1509716510772705, broker, 55.5
29, 0.029199451208114624, 0.11713673174381256, administrator, 54.86
30, -0.33968478441238403, -0.2530680000782013, appraiser, 52.24
31, -0.1383887529373169, -0.02813604660332203, salesperson, 48.08
32, -0.02054205909371376, -0.004439852200448513, investigator, 45.15
33, 0.055844251066446304, 0.01569325290620327, scientist, 41.94
34, 0.07108531892299652, 0.07483704388141632, specialist, 41.35
35, 0.04543270915746689, 0.0207772608846426, technician, 40.34
36, -0.22326484322547913, -0.0027471110224723816, supervisor, 38.64
37, -0.356286883354187, 0.015181571245193481, manager, 38.51
38, -0.005687924567610025, 0.034663084894418716, worker, 37.92
39, -0.11446595191955566, 0.05655535310506821, advisor, 37.9
40, -0.030722200870513916, 0.013168406672775745, physician, 37.9
41, 0.0700497254729271, 0.0015734003391116858, surgeon, 37.9
42, -0.1744084507226944, 0.08359631896018982, doctor, 37.9
43, 0.10297567397356033, 0.10244215279817581, chemist, 36.1
44, -0.0798991471529007, 0.0918605625629425, lawyer, 34.5
45, 0.31844621896743774, 0.07514313608407974, janitor, 34.3
46, 0.21946588158607483, -0.19949907064437866, paramedic, 32.9
47, -0.09286056458950043, 0.05072799697518349, officer, 30.42
48, 0.07587800920009613, 0.07835584133863449, architect, 20.81
49, 0.16720542311668396, 0.180078387260437, chef, 19.6
50, 0.028823602944612503, -0.20302119851112366, programmer, 18.35
51, -0.04625612124800682, 0.0029997294768691063, engineer, 10.72
52, -0.13837328553199768, -0.18016280233860016, machinist, 6.7
53, 0.07019112259149551, -0.020969076082110405, inspector, 6.4
54, 0.004888630472123623, 0.13881398737430573, painter, 5.7
55, 0.09031201153993607, -0.23910227417945862, firefighter, 3.5
56, 0.06459382176399231, -0.11996856331825256, electrician, 2.3
57, -0.012537934817373753, -0.0676875114440918, carpenter, 2.07
58, -0.06223369017243385, 0.03036925382912159, mechanic, 1.8
59, 0.204046830534935, -0.04584459960460663, plumber, 0.7
