id, 3dx, 3dy, 3dz, label, color, size
0, -0.03819644823670387, -0.3147820234298706, -0.0140917357057333, pathologist, 97.5, 1
1, 0.3222585618495941, 0.2863762080669403, -0.042159538716077805, hygienist, 96.4, 1
2, 0.09566861391067505, -0.000596262572798878, 0.06605756282806396, nutritionist, 94.6, 1
3, -0.020318401977419853, -0.27675774693489075, -0.35199615359306335, dietitian, 94.6, 1
4, -0.04406587779521942, 0.008663705550134182, 0.19820325076580048, secretary, 94.6, 1
5, 0.20157405734062195, -0.12610970437526703, 0.027593830600380898, hairdresser, 94.2, 1
6, 0.027475755661725998, 0.0005024410202167928, -0.042393654584884644, receptionist, 90.6, 1
7, 0.08437883108854294, 0.09817168116569519, 0.1580272912979126, nurse, 89.58, 1
8, -0.053090281784534454, -0.07079211622476578, -0.24650810658931732, paralegal, 85.4, 1
9, 0.14057572185993195, 0.12284048646688461, -0.010886114090681076, librarian, 83.0, 1
10, 0.04016473889350891, 0.11750710010528564, -0.009798765182495117, planner, 77.6, 1
11, -0.14058242738246918, 0.13775621354579926, -0.020013606175780296, therapist, 76.7, 1
12, -0.15884532034397125, 0.025226382538676262, -0.12317976355552673, practitioner, 74.79, 1
13, 0.2694953680038452, 0.20266444981098175, -0.17044053971767426, cashier, 72.5, 1
14, -0.02312278375029564, -0.09341657161712646, 0.06577124446630478, teacher, 71.0, 1
15, 0.003365160431712866, -0.13205793499946594, -0.0007260740385390818, educator, 70.8, 1
16, 0.0106293810531497, 0.2058490365743637, -0.016252413392066956, psychologist, 70.3, 1
17, -0.039058055728673935, -0.1391274482011795, 0.15908785164356232, clerk, 69.53, 1
18, -0.11080147325992584, 0.16696973145008087, -0.005208872724324465, counselor, 66.48, 1
19, -0.1853727549314499, -0.04513431340456009, -0.06500225514173508, examiner, 62.46, 1
20, -0.0782940611243248, 0.03188731521368027, 0.11221908777952194, instructor, 62.3, 1
21, -0.16517573595046997, -0.15250469744205475, -0.12553128600120544, baker, 60.8, 1
22, 0.09358706325292587, -0.0017924110870808363, -0.25402840971946716, veterinarian, 60.5, 1
23, -0.06669985502958298, 0.01464543491601944, -0.0110914446413517, bartender, 59.8, 1
24, -0.04752080887556076, 0.16865472495555878, -0.0750056803226471, accountant, 59.7, 1
25, -0.040904246270656586, 0.10708670318126678, -0.11765831708908081, auditor, 59.7, 1
26, 0.08928098529577255, -0.18047772347927094, 0.12941661477088928, pharmacist, 57.0, 1
27, 0.20110462605953217, -0.006375906988978386, 0.1284312605857849, dispatcher, 56.3, 1
28, -0.11162777990102768, 0.12470610439777374, -0.1601043939590454, broker, 55.5, 1
29, -0.09574058651924133, 0.06016834080219269, 0.12327758222818375, administrator, 54.86, 1
30, -0.03580178692936897, -0.07633890956640244, -0.22156499326229095, appraiser, 52.24, 1
31, 0.035982970148324966, -0.06130640208721161, -0.025370387360453606, salesperson, 48.08, 1
32, -0.09260077774524689, 0.18089736998081207, 0.09174874424934387, investigator, 45.15, 1
33, -0.05695826932787895, 0.08806830644607544, 0.1522824615240097, scientist, 41.94, 1
34, -0.010287284851074219, 0.17624935507774353, -0.07666663080453873, specialist, 41.35, 1
35, -0.0935634970664978, -0.007736977189779282, 0.0003937883593607694, technician, 40.34, 1
36, -0.03367288038134575, 0.00402458431199193, 0.09578260779380798, supervisor, 38.64, 1
37, -0.016034584492444992, -0.12859833240509033, 0.1763806790113449, manager, 38.51, 1
38, -0.20175135135650635, -0.09105252474546432, 0.24211080372333527, worker, 37.92, 1
39, -0.0709199607372284, 0.09673552960157394, -0.14801913499832153, advisor, 37.9, 1
40, -0.0420607291162014, -0.02692650817334652, -0.09798955172300339, physician, 37.9, 1
41, 0.07766397297382355, 0.0674242451786995, 0.07384642958641052, surgeon, 37.9, 1
42, -0.11465061455965042, -0.043067850172519684, 0.1773168295621872, doctor, 37.9, 1
43, -0.11143196374177933, -0.04044082388281822, -0.10942317545413971, chemist, 36.1, 1
44, -0.04377295821905136, 0.0836675614118576, 0.10245119035243988, lawyer, 34.5, 1
45, 0.3221723139286041, -0.24486398696899414, 0.06279370188713074, janitor, 34.3, 1
46, 0.12809327244758606, -0.20002613961696625, -0.16370269656181335, paramedic, 32.9, 1
47, -0.07893717288970947, 0.048751797527074814, 0.1680331975221634, officer, 30.42, 1
48, 0.09252709150314331, 0.011690261773765087, -0.07620776444673538, architect, 20.81, 1
49, -0.08436983823776245, -0.00878830160945654, -0.051398102194070816, chef, 19.6, 1
50, -0.19091948866844177, 0.1551239937543869, 0.04447859525680542, programmer, 18.35, 1
51, -0.04536598175764084, 0.006963557098060846, 0.24512603878974915, engineer, 10.72, 1
52, 0.2590085566043854, -0.11741556972265244, 0.037857938557863235, machinist, 6.7, 1
53, -0.015993040055036545, 0.12221869081258774, -0.10448520630598068, inspector, 6.4, 1
54, -0.04558094963431358, -0.10200482606887817, 0.09957156330347061, painter, 5.7, 1
55, 0.1778896152973175, -0.13805323839187622, 0.07324769347906113, firefighter, 3.5, 1
56, 0.04295787587761879, -0.16336484253406525, -0.021669438108801842, electrician, 2.3, 1
57, 0.0005797331687062979, -0.05938088893890381, 0.1225045919418335, carpenter, 2.07, 1
58, -0.2115255743265152, -0.0659058541059494, -0.16405072808265686, mechanic, 1.8, 1
59, 0.299182265996933, 0.19370576739311218, -0.011387595906853676, plumber, 0.7, 1
