id, 2dx, 2dy, label, color
0, -0.037547819316387177, -0.027635209262371063, pathologist, 97.5
1, 0.21573422849178314, -0.00967444945126772, hygienist, 96.4
2, 0.15438036620616913, 0.07077350467443466, nutritionist, 94.6
3, -0.04499891772866249, 0.13805776834487915, dietitian, 94.6
4, 0.25697872042655945, 0.25487157702445984, secretary, 94.6
5, -0.08344337344169617, 0.07654367387294769, hairdresser, 94.2
6, 0.1490105837583542, -0.06807243078947067, receptionist, 90.6
7, -0.06245674192905426, 0.19627344608306885, nurse, 89.58
8, -0.28306394815444946, -0.15590611100196838, paralegal, 85.4
9, 0.09008236974477768, -0.034285228699445724, librarian, 83.0
10, -0.009936820715665817, 0.022062623873353004, planner, 77.6
11, 0.038783084601163864, -0.09409917145967484, therapist, 76.7
12, 0.03324947878718376, -0.1840124875307083, practitioner, 74.79
13, -0.09661730378866196, 0.10065752267837524, cashier, 72.5
14, -0.20445910096168518, 0.15251009166240692, teacher, 71.0
15, 0.07998862862586975, -0.019135652109980583, educator, 70.8
16, 0.07453953474760056, -0.01838095858693123, psychologist, 70.3
17, -0.16156500577926636, -0.14904917776584625, clerk, 69.53
18, 0.09494169056415558, -0.07542257010936737, counselor, 66.48
19, -0.0642155334353447, -0.29499679803848267, examiner, 62.46
20, -0.0363379642367363, -0.08640923351049423, instructor, 62.3
21, 0.06896225363016129, 0.20387662947177887, baker, 60.8
22, 0.11235468834638596, -0.044909097254276276, veterinarian, 60.5
23, 0.1918085813522339, 0.006201305892318487, bartender, 59.8
24, 0.061511605978012085, -0.04177964851260185, accountant, 59.7
25, 0.057389747351408005, -0.1775272786617279, auditor, 59.7
26, 0.26911377906799316, -0.12603811919689178, pharmacist, 57.0
27, 0.19273759424686432, 0.08826753497123718, dispatcher, 56.3
28, -0.017690470442175865, 0.05263209715485573, broker, 55.5
29, 0.09823872894048691, -0.1394873410463333, administrator, 54.86
30, -0.04370054975152016, -0.1663430780172348, appraiser, 52.24
31, -0.08832109719514847, 0.20731092989444733, salesperson, 48.08
32, 0.030236072838306427, -0.2552787959575653, investigator, 45.15
33, -0.006643695291131735, -0.0711212009191513, scientist, 41.94
34, 0.007479822263121605, -0.015111222863197327, specialist, 41.35
35, -0.08913776278495789, -0.18757754564285278, technician, 40.34
36, -0.060365721583366394, -0.12275147438049316, supervisor, 38.64
37, 0.12123741209506989, 0.039885181933641434, manager, 38.51
38, -0.2140813022851944, 0.00596770690754056, worker, 37.92
39, 0.10394559800624847, -0.15431013703346252, advisor, 37.9
40, 0.023212093859910965, 0.02410581335425377, physician, 37.9
41, -0.17864255607128143, -0.0691361129283905, surgeon, 37.9
42, 0.04424784705042839, -0.00606715539470315, doctor, 37.9
43, 0.1063133180141449, -0.10263731330633163, chemist, 36.1
44, 0.07987580448389053, 0.009178115986287594, lawyer, 34.5
45, -0.16872192919254303, -0.037674013525247574, janitor, 34.3
46, -0.2717828154563904, -0.029856417328119278, paramedic, 32.9
47, -0.12870362401008606, 0.19548004865646362, officer, 30.42
48, -0.0637933760881424, -0.010996942408382893, architect, 20.81
49, 0.17917682230472565, 0.09315194189548492, chef, 19.6
50, -0.11995391547679901, 0.03810375556349754, programmer, 18.35
51, 0.01623658277094364, 0.041314780712127686, engineer, 10.72
52, -0.0421038381755352, 0.18285101652145386, machinist, 6.7
53, 0.016504447907209396, -0.01943136192858219, inspector, 6.4
54, 0.1324802041053772, 0.35412588715553284, painter, 5.7
55, -0.10756136476993561, 0.13347072899341583, firefighter, 3.5
56, -0.21586918830871582, 0.18340349197387695, electrician, 2.3
57, 0.03870869427919388, 0.09066089987754822, carpenter, 2.07
58, 0.0009431155631318688, -0.04813675209879875, mechanic, 1.8
59, -0.23868781328201294, 0.08151140064001083, plumber, 0.7
